20230406	8000	16	0
0	14	20	14	0	-14	-20	-14	0	14	20	14	0	-14	-20	-14
0	14	20	14	0	-14	-20	-14	0	14	20	14	0	-14	-20	-14
0	14	20	14	0	-14	-20	-14	0	14	20	14	0	-14	-20	-14
0	14	20	14	0	-14	-20	-14	0	14	20	14	0	-14	-20	-14
0	14	20	14	0	-14	-20	-14	0	14	20	14	0	-14	-20	-14
0	14	20	14	0	-14	-20	-14	0	14	20	14	0	-14	-20	-14
0	14	20	14	0	-14	-20	-14	0	14	20	14	0	-14	-20	-14
0	14	20	14	0	-14	-20	-14	0	14	20	14	0	-14	-20	-14
0	14	20	14	0	-14	-20	-14	0	14	20	14	0	-14	-20	-14
0	14	20	14	0	-14	-20	-14	0	14	20	14	0	-14	-20	-14
0	14	20	14	0	-14	-20	-14	0	14	20	14	0	-14	-20	-14
0	14	20	14	0	-14	-20	-14	0	14	20	14	0	-14	-20	-14
0	14	20	14	0	-14	-20	-14	0	14	20	14	0	-14	-20	-14
0	14	20	14	0	-14	-20	-14	0	14	20	14	0	-14	-20	-14
0	14	20	14	0	-14	-20	-14	0	14	20	14	0	-14	-20	-14
0	14	20	14	0	-14	-20	-14	0	14	20	14	0	-14	-20	-14
0	14	20	14	0	-14	-20	-14	0	14	20	14	0	-14	-20	-14
0	14	20	14	0	-14	-20	-14	0	14	20	14	0	-14	-20	-14
0	14	20	14	0	-14	-20	-14	0	14	20	14	0	-14	-20	-14
0	14	20	14	0	-14	-20	-14	0	14	20	14	0	-14	-20	-14
0	14	20	14	0	-14	-20	-14	0	14	20	14	0	-14	-20	-14
0	14	20	14	0	-14	-20	-14	0	14	20	14	0	-14	-20	-14
0	14	20	14	0	-14	-20	-14	0	14	20	14	0	-14	-20	-14
0	14	20	14	0	-14	-20	-14	0	14	20	14	0	-14	-20	-14
0	14	20	14	0	-14	-20	-14	0	14	20	14	0	-14	-20	-14
0	14	20	14	0	-14	-20	-14	0	14	20	14	0	-14	-20	-14
0	14	20	14	0	-14	-20	-14	0	14	20	14	0	-14	-20	-14
0	14	20	14	0	-14	-20	-14	0	14	20	14	0	-14	-20	-14
0	14	20	14	0	-14	-20	-14	0	14	20	14	0	-14	-20	-14
0	14	20	14	0	-14	-20	-14	0	14	20	14	0	-14	-20	-14
0	14	20	14	0	-14	-20	-14	0	14	20	14	0	-14	-20	-14
0	14	20	14	0	-14	-20	-14	0	14	20	14	0	-14	-20	-14
