20230406	1000	16	0
0	47	6	-47	-11	45	17	-43	-23	40	28	-36	-32	32	36	-28
-40	23	43	-17	-45	11	47	-6	-47	0	47	6	-47	-11	45	17
-43	-23	40	28	-36	-32	32	36	-28	-40	23	43	-17	-45	11	47
-6	-47	0	47	6	-47	-11	45	17	-43	-23	40	28	-36	-32	32
36	-28	-40	23	43	-17	-45	11	47	-6	-47	0	47	6	-47	-11
45	17	-43	-23	40	28	-36	-32	32	36	-28	-40	23	43	-17	-45
11	47	-6	-47	0	47	6	-47	-11	45	17	-43	-23	40	28	-36
-32	32	36	-28	-40	23	43	-17	-45	11	47	-6	-47	0	47	6
-47	-11	45	17	-43	-23	40	28	-36	-32	32	36	-28	-40	23	43
-17	-45	11	47	-6	-47	0	47	6	-47	-11	45	17	-43	-23	40
28	-36	-32	32	36	-28	-40	23	43	-17	-45	11	47	-6	-47	0
47	6	-47	-11	45	17	-43	-23	40	28	-36	-32	32	36	-28	-40
23	43	-17	-45	11	47	-6	-47	0	47	6	-47	-11	45	17	-43
-23	40	28	-36	-32	32	36	-28	-40	23	43	-17	-45	11	47	-6
-47	0	47	6	-47	-11	45	17	-43	-23	40	28	-36	-32	32	36
-28	-40	23	43	-17	-45	11	47	-6	-47	0	47	6	-47	-11	45
17	-43	-23	40	28	-36	-32	32	36	-28	-40	23	43	-17	-45	11
47	-6	-47	0	47	6	-47	-11	45	17	-43	-23	40	28	-36	-32
32	36	-28	-40	23	43	-17	-45	11	47	-6	-47	0	47	6	-47
-11	45	17	-43	-23	40	28	-36	-32	32	36	-28	-40	23	43	-17
-45	11	47	-6	-47	0	47	6	-47	-11	45	17	-43	-23	40	28
-36	-32	32	36	-28	-40	23	43	-17	-45	11	47	-6	-47	0	47
6	-47	-11	45	17	-43	-23	40	28	-36	-32	32	36	-28	-40	23
43	-17	-45	11	47	-6	-47	0	47	6	-47	-11	45	17	-43	-23
40	28	-36	-32	32	36	-28	-40	23	43	-17	-45	11	47	-6	-47
0	47	6	-47	-11	45	17	-43	-23	40	28	-36	-32	32	36	-28
-40	23	43	-17	-45	11	47	-6	-47	0	47	6	-47	-11	45	17
-43	-23	40	28	-36	-32	32	36	-28	-40	23	43	-17	-45	11	47
-6	-47	0	47	6	-47	-11	45	17	-43	-23	40	28	-36	-32	32
36	-28	-40	23	43	-17	-45	11	47	-6	-47	0	47	6	-47	-11
45	17	-43	-23	40	28	-36	-32	32	36	-28	-40	23	43	-17	-45
11	47	-6	-47	0	47	6	-47	-11	45	17	-43	-23	40	28	-36
