20230406	16000	32	1
4608	7600	9159	8536	6031	2844	502	127	1899	4969	7866	9201	8335	5683	2516	350	225	2200	5328	8111	9216	8111	5328	2200	225	350	2516	5683	8335	9201	7866	4969
1899	127	502	2844	6031	8536	9159	7600	4608	1615	56	679	3184	6371	8713	9088	7316	4246	1349	14	880	3532	6699	8865	8990	7015	3887	1104	0	1104	3887	7015
8990	8865	6699	3532	880	14	1349	4246	7316	9088	8713	6371	3184	679	56	1615	4607	7600	9159	8536	6031	2844	502	127	1899	4969	7866	9201	8335	5683	2516	350
225	2200	5328	8111	9216	8111	5328	2200	225	350	2516	5683	8335	9201	7866	4969	1899	127	502	2844	6031	8536	9159	7600	4608	1615	56	679	3184	6371	8713	9088
7316	4246	1349	14	880	3532	6699	8865	8990	7015	3887	1104	0	1104	3887	7015	8990	8865	6699	3532	880	14	1349	4246	7316	9088	8713	6371	3184	679	56	1615
4607	7600	9159	8536	6031	2844	502	127	1899	4969	7866	9201	8335	5683	2516	350	225	2200	5328	8111	9216	8111	5328	2200	225	350	2516	5683	8335	9201	7866	4969
1899	127	502	2844	6031	8536	9159	7600	4608	1615	56	679	3184	6371	8713	9088	7316	4246	1349	14	880	3532	6699	8865	8990	7015	3887	1104	0	1104	3887	7015
8990	8865	6699	3532	880	14	1349	4246	7316	9088	8713	6371	3184	679	56	1615	4607	7600	9159	8536	6031	2844	502	127	1899	4969	7866	9201	8335	5683	2516	350
225	2200	5328	8111	9216	8111	5328	2200	225	350	2516	5683	8335	9201	7866	4969	1899	127	502	2844	6031	8536	9159	7600	4608	1615	56	679	3184	6371	8713	9088
7316	4246	1349	14	880	3532	6699	8865	8990	7015	3887	1104	0	1104	3887	7015	8990	8865	6699	3532	880	14	1349	4246	7316	9088	8713	6371	3184	679	56	1615
4607	7600	9159	8536	6031	2844	502	127	1899	4969	7866	9201	8335	5683	2516	350	225	2200	5328	8111	9216	8111	5328	2200	225	350	2516	5683	8335	9201	7866	4969
1899	127	502	2844	6031	8536	9159	7600	4608	1615	56	679	3184	6371	8713	9088	7316	4246	1349	14	880	3532	6699	8865	8990	7015	3887	1104	0	1104	3887	7015
8990	8865	6699	3532	880	14	1349	4246	7316	9088	8713	6371	3184	679	56	1615	4607	7600	9159	8536	6031	2844	502	127	1899	4969	7866	9201	8335	5683	2516	350
225	2200	5328	8111	9216	8111	5328	2200	225	350	2516	5683	8335	9201	7866	4969	1899	127	502	2844	6031	8536	9159	7600	4608	1615	56	679	3184	6371	8713	9088
7316	4246	1349	14	880	3532	6699	8865	8990	7015	3887	1104	0	1104	3887	7015	8990	8865	6699	3532	880	14	1349	4246	7316	9088	8713	6371	3184	679	56	1615
4607	7600	9159	8536	6031	2844	502	127	1899	4969	7866	9201	8335	5683	2516	350	225	2200	5328	8111	9216	8111	5328	2200	225	350	2516	5683	8335	9201	7866	4969
1899	127	502	2844	6031	8536	9159	7600	4608	1615	56	679	3184	6371	8713	9088	7316	4246	1349	14	880	3532	6699	8865	8990	7015	3887	1104	0	1104	3887	7015
