20230406	8000	32	1
6400	11721	12312	7648	1874	122	3950	9955	12800	9955	3950	122	1874	7648	12312	11721	6400	1078	487	5151	10925	12677	8849	2844	0	2844	8849	12677	10925	5151	487	1078
6399	11721	12312	7648	1874	122	3950	9955	12800	9955	3950	122	1874	7648	12312	11721	6399	1078	487	5151	10925	12677	8849	2844	0	2844	8849	12677	10925	5151	487	1078
6399	11721	12312	7648	1874	122	3950	9955	12800	9955	3950	122	1874	7648	12312	11721	6399	1078	487	5151	10925	12677	8849	2844	0	2844	8849	12677	10925	5151	487	1078
6400	11721	12312	7648	1874	122	3950	9955	12800	9955	3950	122	1874	7648	12312	11721	6400	1078	487	5151	10925	12677	8849	2844	0	2844	8849	12677	10925	5151	487	1078
6399	11721	12312	7648	1874	122	3950	9955	12800	9955	3950	122	1874	7648	12312	11721	6400	1078	487	5151	10925	12677	8849	2844	0	2844	8849	12677	10925	5151	487	1078
6400	11721	12312	7648	1874	122	3950	9955	12800	9955	3950	122	1874	7648	12312	11721	6399	1078	487	5151	10925	12677	8849	2844	0	2844	8849	12677	10925	5151	487	1078
6400	11721	12312	7648	1874	122	3950	9955	12800	9955	3950	122	1874	7648	12312	11721	6399	1078	487	5151	10925	12677	8849	2844	0	2844	8849	12677	10925	5151	487	1078
6399	11721	12312	7648	1874	122	3950	9955	12800	9955	3950	122	1874	7648	12312	11721	6400	1078	487	5151	10925	12677	8849	2844	0	2844	8849	12677	10925	5151	487	1078
6399	11721	12312	7648	1874	122	3950	9955	12800	9955	3950	122	1874	7648	12312	11721	6400	1078	487	5151	10925	12677	8849	2844	0	2844	8849	12677	10925	5151	487	1078
6399	11721	12312	7648	1874	122	3950	9955	12800	9955	3950	122	1874	7648	12312	11721	6400	1078	487	5151	10925	12677	8849	2844	0	2844	8849	12677	10925	5151	487	1078
6400	11721	12312	7648	1874	122	3950	9955	12800	9955	3950	122	1874	7648	12312	11721	6399	1078	487	5151	10925	12677	8849	2844	0	2844	8849	12677	10925	5151	487	1078
6400	11721	12312	7648	1874	122	3950	9955	12800	9955	3950	122	1874	7648	12312	11721	6399	1078	487	5151	10925	12677	8849	2844	0	2844	8849	12677	10925	5151	487	1078
6400	11721	12312	7648	1874	122	3950	9955	12800	9955	3950	122	1874	7648	12312	11721	6400	1078	487	5151	10925	12677	8849	2844	0	2844	8849	12677	10925	5151	487	1078
6400	11721	12312	7648	1874	122	3950	9955	12800	9955	3950	122	1874	7648	12312	11721	6400	1078	487	5151	10925	12677	8849	2844	0	2844	8849	12677	10925	5151	487	1078
6399	11721	12312	7648	1874	122	3950	9955	12800	9955	3950	122	1874	7648	12312	11721	6399	1078	487	5151	10925	12677	8849	2844	0	2844	8849	12677	10925	5151	487	1078
6399	11721	12312	7648	1874	122	3950	9955	12800	9955	3950	122	1874	7648	12312	11721	6399	1078	487	5151	10925	12677	8849	2844	0	2844	8849	12677	10925	5151	487	1078
