20230406	8000	16	0
0	41	46	9	-35	-49	-19	27	50	27	-19	-49	-35	9	46	41
0	-41	-46	-9	35	49	19	-27	-50	-27	19	49	35	-9	-46	-41
0	41	46	9	-35	-49	-19	27	50	27	-19	-49	-35	9	46	41
0	-41	-46	-9	35	49	19	-27	-50	-27	19	49	35	-9	-46	-41
0	41	46	9	-35	-49	-19	27	50	27	-19	-49	-35	9	46	41
0	-41	-46	-9	35	49	19	-27	-50	-27	19	49	35	-9	-46	-41
0	41	46	9	-35	-49	-19	27	50	27	-19	-49	-35	9	46	41
0	-41	-46	-9	35	49	19	-27	-50	-27	19	49	35	-9	-46	-41
0	41	46	9	-35	-49	-19	27	50	27	-19	-49	-35	9	46	41
0	-41	-46	-9	35	49	19	-27	-50	-27	19	49	35	-9	-46	-41
0	41	46	9	-35	-49	-19	27	50	27	-19	-49	-35	9	46	41
0	-41	-46	-9	35	49	19	-27	-50	-27	19	49	35	-9	-46	-41
0	41	46	9	-35	-49	-19	27	50	27	-19	-49	-35	9	46	41
0	-41	-46	-9	35	49	19	-27	-50	-27	19	49	35	-9	-46	-41
0	41	46	9	-35	-49	-19	27	50	27	-19	-49	-35	9	46	41
0	-41	-46	-9	35	49	19	-27	-50	-27	19	49	35	-9	-46	-41
