20230406	4000	32	1
11776	19563	23459	21515	14704	6429	826	696	6102	14344	21302	23499	19837	12145	4269	144	1833	8490	16789	22583	22975	17770	9569	2471	23	3449	11036	18993	23343	21912	15414	7099
1120	467	5466	13618	20849	23546	20360	12884	4854	283	1456	7787	16111	22268	23182	18395	10300	2942	0	2942	10300	18395	23182	22268	16111	7787	1456	283	4854	12884	20360	23546
20849	13618	5466	467	1120	7099	15414	21912	23343	18993	11036	3449	23	2471	9569	17770	22975	22583	16789	8490	1833	144	4269	12145	19837	23499	21302	14344	6102	696	826	6429
14704	21515	23459	19563	11776	3988	92	2036	8847	17122	22725	22855	17449	9207	2249	52	3714	11406	19282	23407	21718	15061	6762	968	576	5781	13982	21080	23528	20102	12515	4558
208	1639	8137	16452	22431	23084	18085	9933	2702	5	3191	10667	18697	23268	22095	15764	7440	1283	369	5156	13251	20609	23552	20609	13251	5156	369	1283	7440	15764	22095	23268
18697	10667	3191	5	2702	9933	18085	23084	22431	16452	8137	1639	208	4558	12515	20102	23528	21080	13982	5781	576	968	6762	15061	21718	23407	19282	11406	3714	52	2249	9207
17449	22855	22725	17122	8847	2036	92	3988	11775	19563	23459	21515	14704	6429	826	696	6102	14344	21302	23499	19837	12145	4269	144	1833	8490	16789	22583	22975	17770	9569	2471
23	3449	11036	18993	23343	21912	15414	7099	1120	467	5466	13618	20849	23546	20360	12884	4854	283	1456	7787	16111	22268	23182	18395	10300	2942	0	2942	10300	18395	23182	22268
16111	7787	1456	283	4854	12884	20360	23546	20849	13618	5466	467	1120	7099	15414	21912	23343	18993	11036	3449	23	2471	9569	17770	22975	22583	16789	8490	1833	144	4269	12145
19837	23499	21302	14344	6102	696	826	6429	14704	21515	23459	19563	11775	3988	92	2036	8847	17122	22725	22855	17449	9207	2249	52	3714	11406	19282	23407	21718	15061	6762	968
576	5781	13982	21080	23528	20102	12515	4558	208	1639	8137	16452	22431	23084	18085	9933	2702	5	3191	10667	18697	23268	22095	15764	7440	1283	369	5156	13251	20609	23552	20609
13251	5156	369	1283	7440	15764	22095	23268	18697	10667	3191	5	2702	9933	18085	23084	22431	16452	8137	1639	208	4558	12515	20102	23528	21080	13982	5781	576	968	6762	15061
21718	23407	19282	11406	3714	52	2249	9207	17449	22855	22725	17122	8847	2036	92	3988	11775	19563	23459	21515	14704	6429	826	696	6102	14344	21302	23499	19837	12145	4269	144
1833	8490	16789	22583	22975	17770	9569	2471	23	3449	11036	18993	23343	21912	15414	7099	1120	467	5466	13618	20849	23546	20360	12884	4854	283	1456	7787	16111	22268	23182	18395
10300	2942	0	2942	10300	18395	23182	22268	16111	7787	1456	283	4854	12884	20360	23546	20849	13618	5466	467	1120	7099	15414	21912	23343	18993	11036	3449	23	2471	9569	17770
22975	22583	16789	8490	1833	144	4269	12145	19837	23499	21302	14344	6102	696	826	6429	14704	21515	23459	19563	11775	3988	92	2036	8847	17122	22725	22855	17449	9207	2249	52
