20230406	4000	32	1
1536	2778	2996	2010	633	0	633	2010	2996	2778	1536	293	75	1061	2438	3072	2438	1061	75	293	1535	2778	2996	2010	633	0	633	2010	2996	2778	1536	293
75	1061	2438	3072	2438	1061	75	293	1535	2778	2996	2010	633	0	633	2010	2996	2778	1535	293	75	1061	2438	3072	2438	1061	75	293	1535	2778	2996	2010
633	0	633	2010	2996	2778	1535	293	75	1061	2438	3072	2438	1061	75	293	1535	2778	2996	2010	633	0	633	2010	2996	2778	1536	293	75	1061	2438	3072
2438	1061	75	293	1536	2778	2996	2010	633	0	633	2010	2996	2778	1536	293	75	1061	2438	3072	2438	1061	75	293	1535	2778	2996	2010	633	0	633	2010
2996	2778	1536	293	75	1061	2438	3072	2438	1061	75	293	1536	2778	2996	2010	633	0	633	2010	2996	2778	1536	293	75	1061	2438	3072	2438	1061	75	293
1535	2778	2996	2010	633	0	633	2010	2996	2778	1536	293	75	1061	2438	3072	2438	1061	75	293	1535	2778	2996	2010	633	0	633	2010	2996	2778	1536	293
75	1061	2438	3072	2438	1061	75	293	1536	2778	2996	2010	633	0	633	2010	2996	2778	1536	293	75	1061	2438	3072	2438	1061	75	293	1535	2778	2996	2010
633	0	633	2010	2996	2778	1536	293	75	1061	2438	3072	2438	1061	75	293	1535	2778	2996	2010	633	0	633	2010	2996	2778	1536	293	75	1061	2438	3072
2438	1061	75	293	1535	2778	2996	2010	633	0	633	2010	2996	2778	1536	293	75	1061	2438	3072	2438	1061	75	293	1536	2778	2996	2010	633	0	633	2010
2996	2778	1536	293	75	1061	2438	3072	2438	1061	75	293	1535	2778	2996	2010	633	0	633	2010	2996	2778	1535	293	75	1061	2438	3072	2438	1061	75	293
1535	2778	2996	2010	633	0	633	2010	2996	2778	1536	293	75	1061	2438	3072	2438	1061	75	293	1535	2778	2996	2010	633	0	633	2010	2996	2778	1535	293
75	1061	2438	3072	2438	1061	75	293	1535	2778	2996	2010	633	0	633	2010	2996	2778	1536	293	75	1061	2438	3072	2438	1061	75	293	1535	2778	2996	2010
633	0	633	2010	2996	2778	1536	293	75	1061	2438	3072	2438	1061	75	293	1536	2778	2996	2010	633	0	633	2010	2996	2778	1536	293	75	1061	2438	3072
2438	1061	75	293	1535	2778	2996	2010	633	0	633	2010	2996	2778	1536	293	75	1061	2438	3072	2438	1061	75	293	1535	2778	2996	2010	633	0	633	2010
2996	2778	1536	293	75	1061	2438	3072	2438	1061	75	293	1535	2778	2996	2010	633	0	633	2010	2996	2778	1536	293	75	1061	2438	3072	2438	1061	75	293
1535	2778	2996	2010	633	0	633	2010	2996	2778	1535	293	75	1061	2438	3072	2438	1061	75	293	1535	2778	2996	2010	633	0	633	2010	2996	2778	1536	293
75	1061	2438	3072	2438	1061	75	293	1535	2778	2996	2010	633	0	633	2010	2996	2778	1536	293	75	1061	2438	3072	2438	1061	75	293	1535	2778	2996	2010
633	0	633	2010	2996	2778	1536	293	75	1061	2438	3072	2438	1061	75	293	1536	2778	2996	2010	633	0	633	2010	2996	2778	1536	293	75	1061	2438	3072
2438	1061	75	293	1535	2778	2996	2010	633	0	633	2010	2996	2778	1536	293	75	1061	2438	3072	2438	1061	75	293	1535	2778	2996	2010	633	0	633	2010
2996	2778	1536	293	75	1061	2438	3072	2438	1061	75	293	1536	2778	2996	2010	633	0	633	2010	2996	2778	1535	293	75	1061	2438	3072	2438	1061	75	293
1535	2778	2996	2010	633	0	633	2010	2996	2778	1536	293	75	1061	2438	3072	2438	1061	75	293	1535	2778	2996	2010	633	0	633	2010	2996	2778	1536	293
75	1061	2438	3072	2438	1061	75	293	1535	2778	2996	2010	633	0	633	2010	2996	2778	1535	293	75	1061	2438	3072	2438	1061	75	293	1536	2778	2996	2010
633	0	633	2010	2996	2778	1536	293	75	1061	2438	3072	2438	1061	75	293	1535	2778	2996	2010	633	0	633	2010	2996	2778	1536	293	75	1061	2438	3072
2438	1061	75	293	1535	2778	2996	2010	633	0	633	2010	2996	2778	1536	293	75	1061	2438	3072	2438	1061	75	293	1535	2778	2996	2010	633	0	633	2010
2996	2778	1536	293	75	1061	2438	3072	2438	1061	75	293	1535	2778	2996	2010	633	0	633	2010	2996	2778	1536	293	75	1061	2438	3072	2438	1061	75	293
1536	2778	2996	2010	633	0	633	2010	2996	2778	1536	293	75	1061	2438	3072	2438	1061	75	293	1535	2778	2996	2010	633	0	633	2010	2996	2778	1536	293
75	1061	2438	3072	2438	1061	75	293	1535	2778	2996	2010	633	0	633	2010	2996	2778	1536	293	75	1061	2438	3072	2438	1061	75	293	1535	2778	2996	2010
633	0	633	2010	2996	2778	1535	293	75	1061	2438	3072	2438	1061	75	293	1535	2778	2996	2010	633	0	633	2010	2996	2778	1536	293	75	1061	2438	3072
2438	1061	75	293	1535	2778	2996	2010	633	0	633	2010	2996	2778	1535	293	75	1061	2438	3072	2438	1061	75	293	1535	2778	2996	2010	633	0	633	2010
2996	2778	1536	293	75	1061	2438	3072	2438	1061	75	293	1535	2778	2996	2010	633	0	633	2010	2996	2778	1536	293	75	1061	2438	3072	2438	1061	75	293
1535	2778	2996	2010	633	0	633	2010	2996	2778	1535	293	75	1061	2438	3072	2438	1061	75	293	1536	2778	2996	2010	633	0	633	2010	2996	2778	1536	293
75	1061	2438	3072	2438	1061	75	293	1535	2778	2996	2010	633	0	633	2010	2996	2778	1536	293	75	1061	2438	3072	2438	1061	75	293	1535	2778	2996	2010
