20230406	4000	32	1
7936	11649	14499	15824	15314	13090	9667	5841	2503	427	97	1589	4557	8309	11975	14702	15856	15168	12800	9300	5483	2236	315	164	1821	4899	8682	12293	14890	15871	15007	12499
8930	5130	1983	219	249	2066	5247	9054	12600	15062	15868	14829	12188	8558	4784	1742	140	350	2324	5602	9423	12897	15219	15847	14636	11867	8185	4444	1515	79	469	2594
5962	9788	13184	15359	15809	14428	11538	7811	4112	1303	35	604	2877	6326	10150	13458	15483	15753	14206	11201	7437	3789	1105	8	755	3171	6694	10506	13721	15590	15680	13970
10857	7065	3475	922	0	922	3475	7065	10857	13970	15680	15590	13721	10506	6694	3171	755	8	1105	3789	7437	11201	14206	15753	15483	13458	10150	6326	2877	604	35	1303
4112	7811	11538	14428	15809	15359	13184	9788	5962	2594	469	79	1515	4444	8185	11867	14636	15847	15219	12897	9423	5602	2324	350	140	1742	4784	8558	12188	14829	15868	15062
12600	9054	5247	2066	249	219	1983	5130	8930	12499	15007	15871	14890	12293	8682	4899	1821	164	315	2236	5483	9300	12800	15168	15856	14702	11975	8309	4557	1589	97	427
2503	5841	9667	13090	15314	15824	14499	11649	7936	4222	1372	47	557	2781	6204	10030	13368	15444	15774	14282	11314	7562	3896	1169	15	703	3071	6571	10388	13635	15556	15707
14050	10972	7189	3578	981	0	864	3372	6941	10741	13888	15652	15622	13805	10624	6817	3271	809	3	1042	3683	7313	11087	14129	15731	15521	13547	10269	6448	2974	652	24
1235	4004	7686	11427	14356	15792	15402	13277	9909	6083	2687	512	62	1443	4333	8060	11759	14568	15836	15267	12994	9545	5721	2413	388	118	1665	4670	8434	12082	14766	15863
15116	12700	9177	5365	2150	281	191	1901	5014	8806	12396	14949	15872	14949	12396	8806	5014	1901	191	281	2150	5365	9177	12700	15116	15863	14766	12082	8434	4670	1665	118
388	2413	5721	9545	12994	15267	15836	14568	11759	8060	4333	1443	62	512	2687	6083	9909	13277	15402	15792	14356	11427	7686	4004	1235	24	652	2974	6448	10269	13547	15521
15731	14129	11087	7313	3683	1042	3	809	3271	6817	10624	13805	15622	15652	13888	10741	6941	3372	864	0	981	3578	7189	10972	14050	15707	15556	13635	10388	6571	3071	703
15	1169	3896	7562	11314	14282	15774	15444	13368	10030	6204	2781	557	47	1372	4222	7935	11649	14499	15824	15314	13090	9667	5841	2503	427	97	1589	4557	8309	11975	14702
15856	15168	12800	9300	5483	2236	315	164	1821	4899	8682	12293	14890	15871	15007	12499	8930	5130	1983	219	249	2066	5247	9054	12600	15062	15868	14829	12188	8558	4784	1742
140	350	2324	5602	9423	12897	15219	15847	14636	11867	8185	4444	1515	79	469	2594	5962	9788	13184	15359	15809	14428	11538	7811	4112	1303	35	604	2877	6326	10150	13458
15483	15753	14206	11201	7437	3789	1105	8	755	3171	6694	10506	13721	15590	15680	13970	10857	7065	3475	922	0	922	3475	7065	10857	13970	15680	15590	13721	10506	6694	3171
755	8	1105	3789	7437	11201	14206	15753	15483	13458	10150	6326	2877	604	35	1303	4112	7811	11538	14428	15809	15359	13184	9788	5962	2594	469	79	1515	4444	8185	11867
14636	15847	15219	12897	9423	5602	2324	350	140	1742	4784	8558	12188	14829	15868	15062	12600	9054	5247	2066	249	219	1983	5130	8930	12499	15007	15871	14890	12293	8682	4899
1821	164	315	2236	5483	9300	12800	15168	15856	14702	11975	8309	4557	1589	97	427	2503	5841	9667	13090	15314	15824	14499	11649	7935	4222	1372	47	557	2781	6204	10030
13368	15444	15774	14282	11314	7562	3896	1169	15	703	3071	6571	10388	13635	15556	15707	14050	10972	7189	3578	981	0	864	3372	6941	10741	13888	15652	15622	13805	10624	6817
