20230406	2000	16	0
0	28	43	38	16	-13	-37	-43	-30	-2	25	42	39	18	-10	-35
-43	-32	-5	23	41	40	21	-8	-33	-44	-33	-8	21	40	41	23
-5	-32	-43	-35	-10	18	39	42	25	-2	-30	-43	-37	-13	16	38
43	28	0	-28	-43	-38	-16	13	37	43	30	2	-25	-42	-39	-18
10	35	43	32	5	-23	-41	-40	-21	8	33	44	33	8	-21	-40
-41	-23	5	32	43	35	10	-18	-39	-42	-25	2	30	43	37	13
-16	-38	-43	-28	0	28	43	38	16	-13	-37	-43	-30	-2	25	42
39	18	-10	-35	-43	-32	-5	23	41	40	21	-8	-33	-44	-33	-8
21	40	41	23	-5	-32	-43	-35	-10	18	39	42	25	-2	-30	-43
-37	-13	16	38	43	28	0	-28	-43	-38	-16	13	37	43	30	2
-25	-42	-39	-18	10	35	43	32	5	-23	-41	-40	-21	8	33	44
33	8	-21	-40	-41	-23	5	32	43	35	10	-18	-39	-42	-25	2
30	43	37	13	-16	-38	-43	-28	0	28	43	38	16	-13	-37	-43
-30	-2	25	42	39	18	-10	-35	-43	-32	-5	23	41	40	21	-8
-33	-44	-33	-8	21	40	41	23	-5	-32	-43	-35	-10	18	39	42
25	-2	-30	-43	-37	-13	16	38	43	28	0	-28	-43	-38	-16	13
37	43	30	2	-25	-42	-39	-18	10	35	43	32	5	-23	-41	-40
-21	8	33	44	33	8	-21	-40	-41	-23	5	32	43	35	10	-18
-39	-42	-25	2	30	43	37	13	-16	-38	-43	-28	0	28	43	38
16	-13	-37	-43	-30	-2	25	42	39	18	-10	-35	-43	-32	-5	23
41	40	21	-8	-33	-44	-33	-8	21	40	41	23	-5	-32	-43	-35
-10	18	39	42	25	-2	-30	-43	-37	-13	16	38	43	28	0	-28
-43	-38	-16	13	37	43	30	2	-25	-42	-39	-18	10	35	43	32
5	-23	-41	-40	-21	8	33	44	33	8	-21	-40	-41	-23	5	32
43	35	10	-18	-39	-42	-25	2	30	43	37	13	-16	-38	-43	-28
0	28	43	38	16	-13	-37	-43	-30	-2	25	42	39	18	-10	-35
-43	-32	-5	23	41	40	21	-8	-33	-44	-33	-8	21	40	41	23
-5	-32	-43	-35	-10	18	39	42	25	-2	-30	-43	-37	-13	16	38
43	28	0	-28	-43	-38	-16	13	37	43	30	2	-25	-42	-39	-18
10	35	43	32	5	-23	-41	-40	-21	8	33	44	33	8	-21	-40
-41	-23	5	32	43	35	10	-18	-39	-42	-25	2	30	43	37	13
-16	-38	-43	-28	0	28	43	38	16	-13	-37	-43	-30	-2	25	42
