20230406	16000	16	0
0	64	85	49	-20	-75	-80	-31	39	83	71	11	-55	-85	-58	8
69	84	42	-28	-79	-77	-23	46	84	66	3	-61	-85	-51	16	74
81	34	-36	-82	-73	-15	53	85	60	-5	-67	-84	-44	24	78	78
26	-43	-84	-68	-6	59	85	54	-13	-72	-82	-37	32	81	75	18
-50	-85	-63	1	65	85	47	-21	-76	-80	-29	40	83	70	10	-57
-86	-57	10	70	83	40	-29	-80	-76	-21	47	85	65	1	-63	-85
-50	18	75	81	32	-37	-82	-72	-13	54	85	59	-6	-68	-84	-43
26	78	78	24	-44	-84	-67	-5	60	85	53	-15	-73	-82	-36	34
81	74	16	-51	-85	-61	3	66	84	46	-23	-77	-79	-28	42	84
69	8	-58	-85	-55	11	71	83	39	-31	-80	-75	-20	49	85	64
0	-64	-85	-49	20	75	80	31	-39	-83	-71	-11	55	85	58	-8
-69	-84	-42	28	79	77	23	-46	-84	-66	-3	61	85	51	-16	-74
-81	-34	36	82	73	15	-53	-85	-60	5	67	84	44	-24	-78	-78
-26	43	84	68	6	-59	-85	-54	13	72	82	37	-32	-81	-75	-18
50	85	63	-1	-65	-85	-47	21	76	80	29	-40	-83	-70	-10	57
86	57	-10	-70	-83	-40	29	80	76	21	-47	-85	-65	-1	63	85
