20230406	1000	48	2
0.00	432.21	161.97	-371.50	-301.20	258.63	398.12	-109.42	-439.13	-55.15	418.46	211.97	-339.03	-339.03	211.97	418.46	-55.15	-439.13	-109.42	398.12	258.63	-301.20	-371.50	161.97	432.21	-0.00	-432.21	-161.97	371.50	301.20	-258.63	-398.12	109.42	439.13	55.15	-418.46	-211.97	339.03	339.03	-211.97	-418.46	55.15	439.13	109.42	-398.12	-258.63	301.20	371.50
-161.97	-432.21	0.00	432.21	161.97	-371.50	-301.20	258.63	398.12	-109.42	-439.13	-55.15	418.46	211.97	-339.03	-339.03	211.97	418.46	-55.15	-439.13	-109.42	398.12	258.63	-301.20	-371.50	161.97	432.21	0.00	-432.21	-161.97	371.50	301.20	-258.63	-398.12	109.42	439.13	55.15	-418.46	-211.97	339.03	339.03	-211.97	-418.46	55.15	439.13	109.42	-398.12	-258.63
301.20	371.50	-161.97	-432.21	0.00	432.21	161.97	-371.50	-301.20	258.63	398.12	-109.42	-439.13	-55.15	418.46	211.97	-339.03	-339.03	211.97	418.46	-55.15	-439.13	-109.42	398.12	258.63	-301.20	-371.50	161.97	432.21	-0.00	-432.21	-161.97	371.50	301.20	-258.63	-398.12	109.42	439.13	55.15	-418.46	-211.97	339.03	339.03	-211.97	-418.46	55.15	439.13	109.42
-398.12	-258.63	301.20	371.50	-161.97	-432.21	-0.00	432.21	161.97	-371.50	-301.20	258.63	398.12	-109.42	-439.13	-55.15	418.46	211.97	-339.03	-339.03	211.97	418.46	-55.15	-439.13	-109.42	398.12	258.63	-301.20	-371.50	161.97	432.21	-0.00	-432.21	-161.97	371.50	301.20	-258.63	-398.12	109.42	439.13	55.15	-418.46	-211.97	339.03	339.03	-211.97	-418.46	55.15
439.13	109.42	-398.12	-258.63	301.20	371.50	-161.97	-432.21	0.00	432.21	161.97	-371.50	-301.20	258.63	398.12	-109.42	-439.13	-55.15	418.46	211.97	-339.03	-339.03	211.97	418.46	-55.15	-439.13	-109.42	398.12	258.63	-301.20	-371.50	161.97	432.21	-0.00	-432.21	-161.97	371.50	301.20	-258.63	-398.12	109.42	439.13	55.15	-418.46	-211.97	339.03	339.03	-211.97
-418.46	55.15	439.13	109.42	-398.12	-258.63	301.20	371.50	-161.97	-432.21	0.00	432.21	161.97	-371.50	-301.20	258.63	398.12	-109.42	-439.13	-55.15	418.46	211.97	-339.03	-339.03	211.97	418.46	-55.15	-439.13	-109.42	398.12	258.63	-301.20	-371.50	161.97	432.21	-0.00	-432.21	-161.97	371.50	301.20	-258.63	-398.12	109.42	439.13	55.15	-418.46	-211.97	339.03
339.03	-211.97	-418.46	55.15	439.13	109.42	-398.12	-258.63	301.20	371.50	-161.97	-432.21	-0.00	432.21	161.97	-371.50	-301.20	258.63	398.12	-109.42	-439.13	-55.15	418.46	211.97	-339.03	-339.03	211.97	418.46	-55.15	-439.13	-109.42	398.12	258.63	-301.20	-371.50	161.97	432.21	0.00	-432.21	-161.97	371.50	301.20	-258.63	-398.12	109.42	439.13	55.15	-418.46
-211.97	339.03	339.03	-211.97	-418.46	55.15	439.13	109.42	-398.12	-258.63	301.20	371.50	-161.97	-432.21	0.00	432.21	161.97	-371.50	-301.20	258.63	398.12	-109.42	-439.13	-55.15	418.46	211.97	-339.03	-339.03	211.97	418.46	-55.15	-439.13	-109.42	398.12	258.63	-301.20	-371.50	161.97	432.21	-0.00	-432.21	-161.97	371.50	301.20	-258.63	-398.12	109.42	439.13
55.15	-418.46	-211.97	339.03	339.03	-211.97	-418.46	55.15	439.13	109.42	-398.12	-258.63	301.20	371.50	-161.97	-432.21	0.00	432.21	161.97	-371.50	-301.20	258.63	398.12	-109.42	-439.13	-55.15	418.46	211.97	-339.03	-339.03	211.97	418.46	-55.15	-439.13	-109.42	398.12	258.63	-301.20	-371.50	161.97	432.21	-0.00	-432.21	-161.97	371.50	301.20	-258.63	-398.12
109.42	439.13	55.15	-418.46	-211.97	339.03	339.03	-211.97	-418.46	55.15	439.13	109.42	-398.12	-258.63	301.20	371.50	-161.97	-432.21	0.00	432.21	161.97	-371.50	-301.20	258.63	398.12	-109.42	-439.13	-55.15	418.46	211.97	-339.03	-339.03	211.97	418.46	-55.15	-439.13	-109.42	398.12	258.63	-301.20	-371.50	161.97	432.21	-0.00	-432.21	-161.97	371.50	301.20
