20230406	2000	48	2
0.00	270.18	289.54	40.11	-246.56	-304.34	-79.58	219.06	314.33	117.80	-188.09	-319.37	-154.16	154.16	319.37	188.09	-117.80	-314.33	-219.06	79.58	304.34	246.56	-40.11	-289.54	-270.18	-0.00	270.18	289.54	40.11	-246.56	-304.34	-79.58	219.06	314.33	117.80	-188.09	-319.37	-154.16	154.16	319.37	188.09	-117.80	-314.33	-219.06	79.58	304.34	246.56	-40.11
-289.54	-270.18	-0.00	270.18	289.54	40.11	-246.56	-304.34	-79.58	219.06	314.33	117.80	-188.09	-319.37	-154.16	154.16	319.37	188.09	-117.80	-314.33	-219.06	79.58	304.34	246.56	-40.11	-289.54	-270.18	-0.00	270.18	289.54	40.11	-246.56	-304.34	-79.58	219.06	314.33	117.80	-188.09	-319.37	-154.16	154.16	319.37	188.09	-117.80	-314.33	-219.06	79.58	304.34
246.56	-40.11	-289.54	-270.18	-0.00	270.18	289.54	40.11	-246.56	-304.34	-79.58	219.06	314.33	117.80	-188.09	-319.37	-154.16	154.16	319.37	188.09	-117.80	-314.33	-219.06	79.58	304.34	246.56	-40.11	-289.54	-270.18	-0.00	270.18	289.54	40.11	-246.56	-304.34	-79.58	219.06	314.33	117.80	-188.09	-319.37	-154.16	154.16	319.37	188.09	-117.80	-314.33	-219.06
79.58	304.34	246.56	-40.11	-289.54	-270.18	-0.00	270.18	289.54	40.11	-246.56	-304.34	-79.58	219.06	314.33	117.80	-188.09	-319.37	-154.16	154.16	319.37	188.09	-117.80	-314.33	-219.06	79.58	304.34	246.56	-40.11	-289.54	-270.18	-0.00	270.18	289.54	40.11	-246.56	-304.34	-79.58	219.06	314.33	117.80	-188.09	-319.37	-154.16	154.16	319.37	188.09	-117.80
-314.33	-219.06	79.58	304.34	246.56	-40.11	-289.54	-270.18	-0.00	270.18	289.54	40.11	-246.56	-304.34	-79.58	219.06	314.33	117.80	-188.09	-319.37	-154.16	154.16	319.37	188.09	-117.80	-314.33	-219.06	79.58	304.34	246.56	-40.11	-289.54	-270.18	-0.00	270.18	289.54	40.11	-246.56	-304.34	-79.58	219.06	314.33	117.80	-188.09	-319.37	-154.16	154.16	319.37
188.09	-117.80	-314.33	-219.06	79.58	304.34	246.56	-40.11	-289.54	-270.18	-0.00	270.18	289.54	40.11	-246.56	-304.34	-79.58	219.06	314.33	117.80	-188.09	-319.37	-154.16	154.16	319.37	188.09	-117.80	-314.33	-219.06	79.58	304.34	246.56	-40.11	-289.54	-270.18	-0.00	270.18	289.54	40.11	-246.56	-304.34	-79.58	219.06	314.33	117.80	-188.09	-319.37	-154.16
154.16	319.37	188.09	-117.80	-314.33	-219.06	79.58	304.34	246.56	-40.11	-289.54	-270.18	-0.00	270.18	289.54	40.11	-246.56	-304.34	-79.58	219.06	314.33	117.80	-188.09	-319.37	-154.16	154.16	319.37	188.09	-117.80	-314.33	-219.06	79.58	304.34	246.56	-40.11	-289.54	-270.18	0.00	270.18	289.54	40.11	-246.56	-304.34	-79.58	219.06	314.33	117.80	-188.09
-319.37	-154.16	154.16	319.37	188.09	-117.80	-314.33	-219.06	79.58	304.34	246.56	-40.11	-289.54	-270.18	-0.00	270.18	289.54	40.11	-246.56	-304.34	-79.58	219.06	314.33	117.80	-188.09	-319.37	-154.16	154.16	319.37	188.09	-117.80	-314.33	-219.06	79.58	304.34	246.56	-40.11	-289.54	-270.18	0.00	270.18	289.54	40.11	-246.56	-304.34	-79.58	219.06	314.33
117.80	-188.09	-319.37	-154.16	154.16	319.37	188.09	-117.80	-314.33	-219.06	79.58	304.34	246.56	-40.11	-289.54	-270.18	-0.00	270.18	289.54	40.11	-246.56	-304.34	-79.58	219.06	314.33	117.80	-188.09	-319.37	-154.16	154.16	319.37	188.09	-117.80	-314.33	-219.06	79.58	304.34	246.56	-40.11	-289.54	-270.18	-0.00	270.18	289.54	40.11	-246.56	-304.34	-79.58
219.06	314.33	117.80	-188.09	-319.37	-154.16	154.16	319.37	188.09	-117.80	-314.33	-219.06	79.58	304.34	246.56	-40.11	-289.54	-270.18	-0.00	270.18	289.54	40.11	-246.56	-304.34	-79.58	219.06	314.33	117.80	-188.09	-319.37	-154.16	154.16	319.37	188.09	-117.80	-314.33	-219.06	79.58	304.34	246.56	-40.11	-289.54	-270.18	-0.00	270.18	289.54	40.11	-246.56
